id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
34,,TAOUSDT,LONG,CLOSED,320.88,323.3,323.3,100.0,20.0,2000.0,6.232859636000997,STRONG_BUY,0.1299,0.1032,62.65,18.6228,18.0357,0.4915,0.4939,BULLISH,0.0962,0.022,25.4934,27.0115,56.9,55.8,0.8548,1.3359,52.3,38.6,85.9,0.5871,1.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0791,29.42084410275144,17.184629244019103,0.3946,-0.0916,1.5e-05,-0.0824,295053766.9,,0.009,,,,,,,,,0.36000000000000004,0.906787584143605,1.2667875841436051,13.816732734978906,0.6908366367489452,1.0272595986038395,-0.5022188668661082,324.38,320.88,0.0,0.7941,0.4828,2026-05-11T09:24:27.796704,2026-05-11T08:58:55.052349,-0.0345,RECOVERED,2,1.0,,True,,False,,,,2.0,PAIR_60-65_18-22,True,,0.7219869109947586,0,,0.4627,0.4828,True,326.9,321.71,2026-05-11T09:57:37.306599,2026-05-11T09:40:08.985343,1.8131,0.1957,32.26,14.78,,,1.5295,,11.44,0.741,13.87,0.4917,,,,2026-05-11T09:21:00.471568,,2026-05-11T09:24:27.767235,,2026-05-11T09:31:17.754995,0.9374,2026-05-11T09:25:22.946148,0.6881,2026-05-11T09:31:17.754995,0.9374,2026-05-11T09:25:22.946148,0.6881,2026-05-11T09:31:36.950942,0.9498,2026-05-11T09:26:15.794969,0.6943,2026-05-11T09:26:43.131542,0.632,False,,,,False,,,2026-05-11T08:55:51.331965,-0.253,2026-05-11T09:10:21.190024,-0.1565,,,-0.4337,10.07,-0.2624,6.72,2026-05-11T08:48:35,2026-05-11T09:25:21.588213,TRAILING_STOP L2,MAKER,TAKER,True,
33,,LINKUSDT,LONG,CLOSED,10.576,10.614,10.614,724.5664807991614,20.0,14491.329615983228,1370.2089273811675,STRONG_BUY,0.1819,0.0789,63.11,16.9789,16.6157,0.1896,0.1899,BULLISH,0.0974,0.0222,25.7226,27.0115,57.1,55.8,0.7099,0.7671,54.5,38.6,100.0,0.3633,1.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0788,25.311021771285468,16.284271607226973,0.2237,-0.0181,1.5e-05,-0.011,171131026.973,,0.1433,2026-05-11T08:58:37.228117,-0.3371,,,2026-05-11T08:58:46.160190,-0.3938,,,2.608439330876981,6.544528899850671,9.152968230727652,42.91497100975707,0.2961423978819994,0.5985781013615761,-0.49775132375190195,10.646,10.576,0.0,0.2438,0.2967,2026-05-11T10:22:14.779626,2026-05-11T09:02:37.740990,-0.1897,ENDED_NEG,2,1.0,,True,,False,,,,2.0,PAIR_60-65_15-18,False,-0.3370823562783653,0.2961423978819994,0,,-0.0453,0.2209,True,10.614,10.53,2026-05-11T10:29:18.964871,2026-05-11T11:12:31.576288,0.2963,-0.4979,0.0,43.21,8.16,0.0032,-0.4034,0.2963,0.0,0.2963,7.01,0.1072,,,,2026-05-11T10:19:15.505856,,,,,,2026-05-11T10:30:43.663643,0.0788,,,2026-05-11T10:30:43.663643,0.0788,,,2026-05-11T10:30:31.593695,0.1639,2026-05-11T10:30:13.471607,0.2018,False,,,,False,,,2026-05-11T08:46:52.340893,-0.1953,2026-05-11T08:47:59.772512,-0.1481,,,-0.1859,11.23,-0.1859,10.11,2026-05-11T08:46:19,2026-05-11T10:29:18.633403,TRAILING_STOP L2,MAKER,TAKER,True,
32,,UNIUSDT,LONG,CLOSED,3.9250000000000003,3.922,3.922,724.5664807991614,20.0,14491.329615983228,3692.0585008874464,STRONG_BUY,0.2322,0.1162,58.79,15.2188,14.2632,0.1648,0.165,BULLISH,0.1382,0.0222,25.7226,27.0115,57.1,55.8,0.7099,0.8537,54.5,38.6,78.7,0.9556,3.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.0788,22.11994607983428,12.539627685434516,0.3855,-0.1402,1.5e-05,-0.1648,204960981.939,,0.0179,2026-05-11T09:02:16.865872,-0.2922,,,2026-05-11T09:19:31.313733,-0.2413,,,2.608439330876981,6.516114048216254,9.124553379093236,-20.200728881755992,-0.13939872611465257,0.29352738853502647,-0.31766242038217146,3.939,3.9250000000000003,0.0,0.3549,0.3968,2026-05-11T08:53:53.128734,2026-05-11T09:02:35.487744,-0.2254,ENDED_NEG,1,0.5,,False,,False,,,,2.0,STRETCH_0.16-0.20,False,-0.29219617834395767,,0,,-0.0828,-0.1169,True,3.953,3.92,2026-05-11T10:19:12.915671,2026-05-11T09:43:17.850847,0.6504,-0.1904,37.74,1.82,0.01,-0.1394,0.4211,0.0,0.01,-0.1394,23.5,0.0644,,,,,,,,2026-05-11T10:04:35.493083,0.0389,2026-05-11T10:04:35.493083,0.0389,2026-05-11T10:04:35.493083,0.0389,2026-05-11T10:04:35.493083,0.0389,2026-05-11T10:04:35.493083,0.0389,2026-05-11T10:03:18.632227,0.2427,2026-05-11T10:03:18.632227,0.2427,False,,,,False,,,2026-05-11T08:46:52.337975,-0.2413,2026-05-11T08:47:59.770269,-0.1139,,,0.0134,10.15,-0.1649,14.61,2026-05-11T08:46:17,2026-05-11T09:41:28.254941,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
31,,FILUSDT,SHORT,CLOSED,1.129,1.123,1.123,362.2832403995807,20.0,7245.664807991614,6417.772194855283,VERY_STRONG,0.325,0.0812,37.11,33.633,32.3564,0.1017,-0.1016,BEARISH,-0.1515,-0.0313,29.2625,28.8977,41.0,35.9,0.6914,1.1462,20.5,65.9,15.8,1.2766,3.0,STRONG_BEAR,CHOPPY_FLAT,,-0.1473,8.097280494430843,24.440815287391686,0.3526,-0.2478,-3.1e-05,-0.3509,198895023.497,,-0.0815,2026-05-11T08:25:28.471796,-0.4445,,,,,,,3.260549163596226,3.243221178670117,6.503770342266343,32.00286282686539,0.44168290522586406,0.7961381753764402,-0.44445527015057607,1.129,1.119,0.0,0.6247,-0.1979,2026-05-11T08:46:33.956558,2026-05-11T08:25:28.475693,-0.2655,RECOVERED,2,1.0,,True,,False,,,,1.0,,False,-0.44445527015057607,0.44168290522586406,1,,0.2663,-0.1979,True,1.132,1.122,2026-05-11T09:09:30.547039,2026-05-11T08:47:12.284041,0.53,-0.3557,22.41,0.1,22.71,-0.2671,0.0871,0.53,19.37,-0.0014,3.72,0.0871,,,,2026-05-11T08:45:35.983650,,,,2026-05-11T08:47:19.376474,0.3529,2026-05-11T08:47:18.363508,0.2643,2026-05-11T08:47:19.376474,0.3529,2026-05-11T08:47:20.389165,0.3529,2026-05-11T08:47:20.389165,0.3529,2026-05-11T08:47:20.389165,0.3529,2026-05-11T08:47:38.570721,0.3529,False,,,,False,,,2026-05-11T08:15:10.583100,0.0872,2026-05-11T08:30:53.534055,0.0872,2026-05-11T08:45:23.477080,0.3531,-0.09,4.49,-0.2672,13.42,2026-05-11T08:12:23,2026-05-11T08:47:05.529157,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
30,,TONUSDT,SHORT,CLOSED,2.279,2.2918,2.2918,381.5182751330368,20.0,7630.365502660736,3348.1200099432804,VERY_STRONG,0.4771,0.103,33.28,38.0313,36.8249,0.154,-0.1538,BEARISH,-0.1812,-0.0306,29.069,28.0403,41.1,42.1,0.5198,0.6784,13.6,70.5,25.3,1.2064,3.0,STRONG_BEAR,STRONG_BEAR,,-0.1443,8.66375947166648,28.772636136247463,0.4634,-0.7727,-3.1e-05,-1.2098,407515030.26428,,-0.1431,2026-05-11T07:48:45.178475,-0.4361,,,2026-05-11T07:48:45.336800,-0.6293,,,1.3734657904789325,3.452949647454604,4.8264154379335364,-47.68235156520726,-0.6249025888547575,0.0028479596314197864,-0.6907505484861772,2.279,2.2775,0.0,0.2302,-0.1183,2026-05-11T07:44:35.243807,2026-05-11T07:50:29.494469,-0.4062,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.43613843791137236,,0,,-0.1774,0.191,True,2.3068,2.2878,2026-05-11T07:56:57.013910,2026-05-11T08:30:02.946496,-0.4491,-1.2828,6.06,39.16,0.01,-0.6246,-0.8089,0.0,0.01,-0.6246,5.56,-1.0766,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.6249,10.04,,,2026-05-11T07:40:49,2026-05-11T07:50:52.818112,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
29,,FILUSDT,SHORT,CLOSED,1.135,1.136,1.135,744.0451870988645,20.0,14880.90374197729,13110.92840702845,STRONG_BUY,0.351,0.1464,29.55,23.2154,22.4635,0.2546,-0.254,BEARISH,-0.1644,-0.0363,22.537,21.7304,37.9,39.6,0.6718,0.8603,11.4,84.1,5.6,0.7519,3.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.1309,11.217175165190934,22.261969297548454,0.349,0.0219,-3.1e-05,-0.0219,202623320.636,,-0.1433,2026-05-11T07:53:09.924943,-0.1511,,,2026-05-11T07:58:02.493047,-0.2393,,,2.6785626735559123,6.702306601672943,9.380869275228855,-22.491797682255864,-0.15114537444932952,0.37772687224670626,-0.23929074889867857,1.135,1.13,0.0,0.3979,-0.1259,2026-05-11T07:29:34.596870,2026-05-11T07:58:02.493219,-0.238,ENDED_NEG,1,0.5,,False,,False,,,,2.0,STRETCH_0.25-0.30,False,-0.15114537444932952,,0,,-0.0915,0.1184,True,1.138,1.124,2026-05-11T08:01:03.359996,2026-05-11T08:29:53.252942,0.9062,-0.3273,2.16,31.0,0.0,-0.063,0.8181,0.0,0.0,-0.063,26.9,0.2013,,,,,,,,2026-05-11T08:30:50.509633,0.6418,2026-05-11T08:06:12.934466,0.1132,2026-05-11T08:11:10.225639,0.3775,2026-05-11T08:06:12.934466,0.1132,2026-05-11T08:11:10.225639,0.3775,2026-05-11T08:11:10.225639,0.3775,2026-05-11T08:11:30.349590,0.3775,False,,,,False,,,2026-05-11T07:20:08.857425,0.0251,2026-05-11T07:30:12.084210,0.2014,,,0.0251,29.09,-0.1511,4.49,2026-05-11T07:07:15,2026-05-11T07:58:53.176920,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
28,,UNIUSDT,SHORT,CLOSED,3.886,3.907,3.907,372.02259354943226,20.0,7440.451870988645,1914.6813872847774,STRONG_BUY,0.6377,0.2913,25.45,22.2395,20.7158,0.6094,-0.6057,BEARISH,-0.3387,-0.0342,22.2127,21.9922,42.7,39.3,0.6271,1.7292,15.9,75.0,1.1,1.5236,2.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.1086,14.420413378450531,35.34533088783549,0.4,-0.0339,-3.1e-05,-0.2277,223812633.26,,-0.1347,2026-05-11T07:19:44.014317,-0.7324,,,2026-05-11T08:01:09.092493,-0.6036,,,1.3392813367779561,3.3662970810547312,4.705578417832688,-44.91388755081284,-0.6036446217189888,0.2716847658260397,-0.7581145136386951,3.886,3.873,0.0,0.6064,-0.6167,2026-05-11T07:05:12.978288,2026-05-11T07:19:49.364510,-0.3197,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.7323695316520794,,0,,-0.1607,0.0906,True,3.935,3.891,2026-05-11T08:44:12.866268,2026-05-11T08:30:01.806805,-0.1917,-1.3239,42.18,27.99,0.01,-0.5777,-0.8865,0.0,0.01,-0.5777,6.7,-0.4747,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-11T07:20:08.855639,-0.7066,2026-05-11T07:30:12.080964,-0.2432,,,-0.1917,8.94,-0.2947,5.59,2026-05-11T06:51:36,2026-05-11T08:02:01.800462,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
27,,TONUSDT,SHORT,CLOSED,2.2880000000000003,2.2734,2.2734,372.02259354943226,20.0,7440.451870988645,3251.945747809722,STRONG_BUY,0.536,0.1612,30.11,29.3026,28.3533,0.2398,-0.2393,BEARISH,-0.2325,-0.0342,22.2127,21.9922,42.7,39.3,0.6271,0.9434,15.9,75.0,6.2,0.9493,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1086,10.53373865287441,25.567351718817665,0.4921,-0.7136,-3.1e-05,-1.2056,409563752.90411,,-0.1322,2026-05-11T06:59:25.986327,-0.6577,,,,,,,1.3392813367779561,3.3268380583817803,4.666119395159736,42.81228852286276,0.5753990384615458,0.942697115384621,-0.6664182692307609,2.2880000000000003,2.265,0.0,1.0631,-0.2992,2026-05-11T07:18:56.571369,2026-05-11T06:59:25.994303,-0.2278,RECOVERED,2,1.0,,True,,False,,,,1.0,,False,-0.6576730769230696,0.6453605769230959,2,,0.6896,-0.2992,True,2.3068,2.2737,2026-05-11T07:56:57.013910,2026-05-11T07:19:08.313187,0.562,-0.8847,37.83,0.02,31.74,-0.2291,-0.4432,0.562,7.17,0.1424,3.83,0.2429,,,,2026-05-11T07:18:55.699501,,,,2026-05-11T07:19:41.104406,0.2998,2026-05-11T07:19:56.465003,0.2735,2026-05-11T07:19:56.465003,0.2735,2026-05-11T07:20:30.230351,0.2036,2026-05-11T07:20:30.230351,0.2036,2026-05-11T07:20:28.190744,0.1424,2026-05-11T07:20:50.530646,0.1424,False,,,,False,,,,,,,,,-0.5833,4.5,-0.4172,3.39,2026-05-11T06:51:34,2026-05-11T07:19:06.955762,TRAILING_STOP L2,MAKER,TAKER,True,
26,,SUIUSDT,LONG,CLOSED,1.311,1.3161,1.3161,740.2229219544429,20.0,14804.458439088858,11292.493088549854,STRONG_BUY,0.4197,0.2578,63.08,16.1264,15.9963,1.0272,1.0378,BULLISH,0.2505,0.0256,24.2451,25.3087,58.8,59.6,0.6394,1.5702,75.0,13.6,97.2,0.1301,4.0,HEALTHY_BULL,HEALTHY_BULL,,-0.079,26.026415823882438,18.154492850093458,0.8615,-0.3534,4.2e-05,-0.4583,1712028479.60794,,-0.0675,,,,,,,,,6.662006297589985,6.687922569228209,13.349928866818194,44.24178588478724,0.29884096109840613,0.5656926010678996,-0.30348131197558464,1.3196,1.311,0.0,1.3605,1.3012,2026-05-11T06:32:46.533252,2026-05-11T06:31:41.690418,0.4729,NEVER,1,0.5,,True,,False,,,,2.0,PAIR_60-65_15-18,False,,0.29884096109840613,5,,1.0981,1.3012,False,1.3188,1.2572,2026-05-11T06:33:34.122930,2026-05-11T07:16:24.620721,0.505,-4.1937,0.64,43.48,7.39,-1.3333,-4.0412,0.505,2.93,-0.6316,4.04,-0.9596,,,,2026-05-11T06:32:46.178066,,,,2026-05-11T06:34:14.145268,0.0931,2026-05-11T06:34:14.145268,0.0931,2026-05-11T06:34:14.145268,0.0931,2026-05-11T06:34:14.145268,0.0931,2026-05-11T06:34:14.145268,0.0931,2026-05-11T06:34:15.177531,0.0626,,,False,,,,False,,,,,,,,,,,,,2026-05-11T06:30:10,2026-05-11T06:32:54.983688,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
25,,LINKUSDT,LONG,CLOSED,10.604000000000001,10.567,10.567,688.3436408748557,20.0,13766.872817497115,1298.27167271757,STRONG_BUY,0.2118,0.0528,62.92,16.5293,15.614,0.1968,0.1972,BULLISH,0.0821,0.0207,27.5151,28.9727,58.6,55.4,0.4813,0.6261,77.3,20.5,100.0,0.9153,1.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.0958,26.844374081053473,14.960246224378976,0.2459,0.0861,4.2e-05,0.0833,173470998.229,,-0.0673,2026-05-11T06:18:28.563707,-0.3929,,,2026-05-11T06:18:44.740552,-0.4589,,,2.478037107149481,6.173476544522953,8.651513651672435,-56.68756554222358,-0.41176791776688804,0.0,-0.46832487740476264,10.604000000000001,10.604000000000001,0.0,,,,2026-05-11T06:41:02.330963,-0.1501,ENDED_NEG,1,0.5,,False,,False,,,,2.0,PAIR_60-65_15-18,True,-0.39291559788759084,,0,,-0.0516,-0.106,True,10.567,10.496,2026-05-11T06:41:26.386581,2026-05-11T07:16:45.010217,-0.4119,-1.0815,0.0,35.31,0.01,-0.4119,-0.9872,0.0,0.01,-0.4119,7.87,-0.8457,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-11T06:13:39.656345,-0.1855,2026-05-11T06:25:55.736153,-0.195,,,-0.2232,5.6,-0.2987,3.36,2026-05-11T06:11:59,2026-05-11T06:41:26.054952,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
24,,UNIUSDT,LONG,CLOSED,3.9610000000000003,3.951,3.952,413.4975122306289,20.0,8269.950244612577,2087.844040548492,STRONG_BUY,0.4877,0.1858,64.5,20.7856,20.3551,0.244,0.2446,BULLISH,0.2459,0.0358,29.0945,31.0046,53.6,60.5,0.6669,0.8397,79.5,13.6,93.6,0.4305,4.0,STRONG_BULL,HEALTHY_BULL,,-0.1329,26.339647935797327,15.342940571721368,0.4004,-0.0106,0.0001,0.0474,255879595.3,,-0.0782,2026-05-11T06:18:43.430407,-0.2649,,,,,,,1.4885910440302639,3.712082311893192,5.200673355923456,-26.07911376140886,-0.315347891946484,0.3407566271143542,-0.4667566271143767,3.977,3.9610000000000003,0.0,0.4566,0.0852,2026-05-11T06:10:27.208221,2026-05-11T05:54:05.430385,-0.2569,ENDED_NEG,1,0.5,,False,,False,,,,2.0,PAIR_60-65_18-22,True,-0.2648783135571939,,0,,-0.0718,-0.1167,True,3.956,3.877,2026-05-11T06:29:14.256371,2026-05-11T07:05:12.857477,-0.1892,-2.1837,0.41,36.39,0.01,-0.3155,-1.4768,0.0,7.03,-0.4164,7.03,-0.4164,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-11T05:41:03.478777,-0.063,2026-05-11T06:11:11.488113,0.2146,,,-0.1639,8.92,-0.1639,8.92,2026-05-11T05:37:09,2026-05-11T06:28:49.183417,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
23,,APTUSDT,LONG,CLOSED,1.1257,1.1335,1.1335,363.16934502459117,20.0,7263.386900491823,6452.329128979145,VERY_STRONG,0.3951,0.1364,63.52,28.5114,28.3608,0.2886,0.2894,BULLISH,0.1857,0.033,33.7091,35.7819,58.5,56.9,0.6046,1.0515,77.3,15.9,99.4,0.1506,3.0,STRONG_BULL,STRONG_BULL,,-0.1657,25.04933551260239,13.349392557610717,0.4088,-0.127,0.0001,-0.2188,130315770.25417,,-0.1329,,,,,,,,,3.2685241052213203,3.2911717804640372,6.5596958856853576,43.76847132035216,0.6025903882028987,0.9222474904503931,-0.09,1.1371,1.1257,0.0,0.9358,0.7687,2026-05-11T05:35:56.333869,,,NEVER,2,1.0,,True,,False,,,,2.0,STRETCH_0.25-0.30,True,,0.6114697521542167,1,,0.368,0.8939,False,1.1401,1.1246,2026-05-11T06:12:35.700613,2026-05-11T06:02:59.548502,1.1892,-0.1877,35.52,25.92,,,0.9405,,6.77,0.4874,2.31,0.4608,,,,2026-05-11T05:33:47.438069,,,,2026-05-11T06:00:12.781153,0.3186,2026-05-11T05:39:24.285575,0.4608,2026-05-11T05:57:12.339107,0.4075,2026-05-11T05:39:24.285575,0.4608,2026-05-11T05:39:31.365913,0.4697,2026-05-11T05:37:05.531060,0.594,2026-05-11T05:37:04.516714,0.594,False,,,,False,,,,,,,,,,,,,2026-05-11T05:29:18,2026-05-11T05:37:04.183572,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
22,,AVAXUSDT,LONG,CLOSED,10.075,10.105,10.105,726.3386900491823,20.0,14526.773800983647,1441.8634045641338,VERY_STRONG,0.1638,0.0709,60.07,24.8011,24.6505,0.1812,0.1815,BULLISH,0.0856,0.033,33.7091,35.7819,58.5,56.9,0.6046,0.9638,77.3,15.9,92.9,0.1506,2.0,STRONG_BULL,CHOPPY_FLAT,,-0.1657,26.057145798342862,15.055867534927422,0.248,-0.1291,0.0001,-0.2082,194715690.053,,-0.1002,2026-05-11T05:57:42.354099,-0.2289,,,,,,,6.537048210442641,6.556513366404258,13.093561576846898,30.162340560078757,0.20763275434244308,0.5350287841191128,-0.23881637717120388,10.138,10.075,0.0,0.4184,0.1918,2026-05-11T06:11:37.512840,2026-05-11T05:57:42.364567,-0.1414,RECOVERED,2,1.0,,True,,False,,,,2.0,STRETCH_0.16-0.20,False,-0.228895285359795,0.2274749379652609,0,,0.0767,0.2083,True,10.139,10.083,2026-05-11T06:30:53.682689,2026-05-11T06:18:45.204624,0.5452,-0.0106,16.65,4.51,36.19,0.0688,0.1978,0.5452,23.84,0.2872,36.19,0.0688,,,,2026-05-11T06:11:10.102976,,,,,,2026-05-11T06:31:43.159479,0.3467,2026-05-11T06:42:39.741035,0.1085,2026-05-11T06:37:06.492215,0.2772,2026-05-11T06:42:39.741035,0.1085,2026-05-11T06:14:18.610112,0.2078,2026-05-11T06:14:14.559588,0.2078,False,,,,False,,,2026-05-11T05:41:03.475275,-0.0702,2026-05-11T06:11:11.483484,0.5053,,,-0.0503,11.53,-0.0206,13.76,2026-05-11T05:28:58,2026-05-11T06:14:14.217632,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
